product_title,asin,author,review,rating,date,url,sentiment
Yankee Candle Large Jar Candle Strawberry Lemon Ice,B019PN2DX4,Muriel H,"Received the large Macintosh Apple candle today.The candle was very well packed,box inside of a box.I couldn't wait to light it up.Trimed the wick,lighted it up and waited and waited and waited some more .No  smell !! Got as close as possible to the lighted candle and caught a slight scent of apple.I am so disappointed!! Hope I have finally learned my lesson regarding ordering scented candles online!Just thought it being a yankee candle the quality would be better.Guess not! By the way this candle has been burning for two hours. NOTHING!!",1.0,2020-03-12,https://www.amazon.com/product-reviews/B019PN2DX4/?pageNumber=3,negative
"Yankee Candle Pineapple Cilantro Jar Candle, Large Jar",B0032JHSP6,Muriel H,"Received the large Macintosh Apple candle today.The candle was very well packed,box inside of a box.I couldn't wait to light it up.Trimed the wick,lighted it up and waited and waited and waited some more .No  smell !! Got as close as possible to the lighted candle and caught a slight scent of apple.I am so disappointed!! Hope I have finally learned my lesson regarding ordering scented candles online!Just thought it being a yankee candle the quality would be better.Guess not! By the way this candle has been burning for two hours. NOTHING!!",1.0,2020-03-12,https://www.amazon.com/product-reviews/B0032JHSP6/?pageNumber=3,negative
Yankee Candle Large Jar Candle Bahama Breeze,B004G9DV66,CustomerOne,"These things are up to $30 now with sales around $16-20 vs finding sales for $6 just a few years back. This one smells decent if you sniff the jar but after being lit for 8+ hours in one sitting I still cant tell there is a scented candle in the room.  The freaking 2in dollar general one I had lit the day before it arrived filled the room. Low Quality & Double the cost. They have lost me forever, RIP Yankee Candle.",1.0,2020-03-17,https://www.amazon.com/product-reviews/B004G9DV66/?pageNumber=4,negative
Yankee Candle Large Jar Candle Café Al Fresco,B01NAAQLZ1,Amazon Customer,Highly suspect this is not a true Yankee Candle.  The smell is always amazing and this one has zero scent even when burning for an hour.  It’s also burned through very quickly. Highly disappointed... do NOT recommend.,1.0,2020-03-19,https://www.amazon.com/product-reviews/B01NAAQLZ1/?pageNumber=8,negative
Yankee Candle Large Jar Candle French Vanilla,B000W3T9GG,Amazon Customer,Highly suspect this is not a true Yankee Candle.  The smell is always amazing and this one has zero scent even when burning for an hour.  It’s also burned through very quickly. Highly disappointed... do NOT recommend.,1.0,2020-03-19,https://www.amazon.com/product-reviews/B000W3T9GG/?pageNumber=8,negative
Yankee Candle Large Jar Candle Vanilla Cupcake,B000X457HO,Amazon Customer,Highly suspect this is not a true Yankee Candle.  The smell is always amazing and this one has zero scent even when burning for an hour.  It’s also burned through very quickly. Highly disappointed... do NOT recommend.,1.0,2020-03-19,https://www.amazon.com/product-reviews/B000X457HO/?pageNumber=8,negative
Yankee Candle Large Jar Candle Bahama Breeze,B004G9DV66,Jessy Kissinger,"ITEM ARRIVED BROKEN! Could’ve been Amazons fault. Could’ve been Yankee Candles fault. Could’ve been the USPS fault. Either way, I could tell as soon as I picked up my box it was broken. I opened it(slowly) and confirmed my suspicions. Glass is EVERYWHERE. I can’t imagine if one of my kids tried to open the box.. I filed for a replacement and Amazon is not requiring me to return the broken one, which is great, but the estimated date of deliver is Mid-Late April(as I’m writing this, it’s March 26th). I will say tho, this is/was a legit Yankee Brand Candle. You can smell the fragrance very well and the size is as stated.",2.0,2020-03-26,https://www.amazon.com/product-reviews/B004G9DV66/?pageNumber=1,negative
Yankee Candle Large Jar Candle Bahama Breeze,B004G9DV66,Jessy Kissinger,"ITEM ARRIVED BROKEN! Could’ve been Amazons fault. Could’ve been Yankee Candles fault. Could’ve been the USPS fault. Either way, I could tell as soon as I picked up my box it was broken. I opened it(slowly) and confirmed my suspicions. Glass is EVERYWHERE. I can’t imagine if one of my kids tried to open the box.. I filed for a replacement and Amazon is not requiring me to return the broken one, which is great, but the estimated date of deliver is Mid-Late April(as I’m writing this, it’s March 26th). I will say tho, this is/was a legit Yankee Brand Candle. You can smell the fragrance very well and the size is as stated.",2.0,2020-03-26,https://www.amazon.com/product-reviews/B004G9DV66,negative
Yankee Candle Large Jar Candle Fresh Cut Roses,B00069ZDJS,AnnapolisGal,"I don't get it. Pink Sands smells nothing like the beach/ocean -- at least not the candle I received. This smells like....bananas. Ripe bananas. I tried to like this -- I kept trying to think it smelled like a Banana Daquiri, but nope. It just smells like bananas that have been sitting on the counter for a bit too long. Yuck.",2.0,2020-03-26,https://www.amazon.com/product-reviews/B00069ZDJS/?pageNumber=18,negative
"Yankee Candle Large Jar Candle, Sun-Drenched Apricot Rose",B078VJPW4Z,AnnapolisGal,"I don't get it. Pink Sands smells nothing like the beach/ocean -- at least not the candle I received. This smells like....bananas. Ripe bananas. I tried to like this -- I kept trying to think it smelled like a Banana Daquiri, but nope. It just smells like bananas that have been sitting on the counter for a bit too long. Yuck.",2.0,2020-03-26,https://www.amazon.com/product-reviews/B078VJPW4Z/?pageNumber=18,negative
Yankee Candle Large Jar Candle Pink Sands,B004G9C0SQ,AnnapolisGal,"I don't get it. Pink Sands smells nothing like the beach/ocean -- at least not the candle I received. This smells like....bananas. Ripe bananas. I tried to like this -- I kept trying to think it smelled like a Banana Daquiri, but nope. It just smells like bananas that have been sitting on the counter for a bit too long. Yuck.",2.0,2020-03-26,https://www.amazon.com/product-reviews/B004G9C0SQ/?pageNumber=18,negative
Yankee Candle Large Jar Candle Bahama Breeze,B004G9DV66,S.P,This candle was disappointingly not fragrant. Burned it all day yesterday and I couldn’t detect the scent in my home. Giving 2 stars as it will burn for a long time but I wouldn’t buy it again.,2.0,2020-03-31,https://www.amazon.com/product-reviews/B004G9DV66/?pageNumber=24,negative
Yankee Candle Large Jar Candle Home Sweet Home,B000WUFVR0,J. Fisher,This candle was virtually scentless. I burned it for two afternoons and got no scent filling my home. The quality was very disappointing and it’s being sent back.,1.0,2020-04-02,https://www.amazon.com/product-reviews/B000WUFVR0/?pageNumber=13,negative
Yankee Candle 1218400Z Large Jar Candle Kitchen Spice,B0057I5TIS,J. Fisher,This candle was virtually scentless. I burned it for two afternoons and got no scent filling my home. The quality was very disappointing and it’s being sent back.,1.0,2020-04-02,https://www.amazon.com/product-reviews/B0057I5TIS/?pageNumber=13,negative
"Yankee Candle Large Jar Candle, Mediterranean Breeze,1521678Z,Blue",B01MTS599T,Amy Naum,"Pretty blue color, I expect it will last a long time- all yankee candles do.  The scent is disappointing, web said citrus, blossoms, amber.  All I smell is blossoms, not what I was hoping for.",2.0,2020-04-03,https://www.amazon.com/product-reviews/B01MTS599T/?pageNumber=8,negative
Yankee Candle Large Jar Candle Bahama Breeze,B004G9DV66,christy,This candle is absolutely horrible... There is no smell AT ALL. I'm thinking that this has ti be fake product. Yankee Candles smell wonderful;this candle had absolutely no scent whatsoever. I actually threw it away after the first few hours..,1.0,2020-04-07,https://www.amazon.com/product-reviews/B004G9DV66/?pageNumber=17,negative
"Yankee Candle Large Jar, Christmas Cookie",B000C2TB6U,Ce Cee,i have been buying Yankee candles for quite some time now. But this is the second purchase where the candle has absolutely no smell what so ever. No scent when burning. I wont purchase Yankee again unless it is from bed bath and beyond and maybe not from them.  this is what i get for ordering this online,1.0,2020-04-07,https://www.amazon.com/product-reviews/B000C2TB6U/?pageNumber=8,negative
Yankee Candle Large Jar Candle Home Sweet Home,B000WUFVR0,Amazon Customer,"It's rare, but YC seems to have produced a bad batch. I've been buying this flavor for years, but this one smells wrong - only very faint cinnamon. I don't THINK it's my nose, as other candles from last year smell ok, but what do I know. And no, I'm not sick. Take it with a nose of salt.",1.0,2020-04-10,https://www.amazon.com/product-reviews/B000WUFVR0/?pageNumber=6,negative
Yankee Candle 1218400Z Large Jar Candle Kitchen Spice,B0057I5TIS,Amazon Customer,"It's rare, but YC seems to have produced a bad batch. I've been buying this flavor for years, but this one smells wrong - only very faint cinnamon. I don't THINK it's my nose, as other candles from last year smell ok, but what do I know. And no, I'm not sick. Take it with a nose of salt.",1.0,2020-04-10,https://www.amazon.com/product-reviews/B0057I5TIS/?pageNumber=6,negative
"Yankee Candle Large Jar Candle, Sun-Drenched Apricot Rose",B078VJPW4Z,Ladyhawk14,All yankee candles have lost what made them number one decades ago... their scent. I can burn them in a small room and barely smell what ever scent their supposed to be. Finally got a wif of this one bending down to blow it out. Its such a shame how consumers are duped and used by companies who get famous then reduce their product quality. You can see how much less the scent oils are used in these candles through the glass. Don’t know why I spend money on Yankee candles anymore?!,1.0,2020-04-11,https://www.amazon.com/product-reviews/B078VJPW4Z/?pageNumber=2,negative
Yankee Candle Large Jar Candle Fresh Cut Roses,B00069ZDJS,Ladyhawk14,All yankee candles have lost what made them number one decades ago... their scent. I can burn them in a small room and barely smell what ever scent their supposed to be. Finally got a wif of this one bending down to blow it out. Its such a shame how consumers are duped and used by companies who get famous then reduce their product quality. You can see how much less the scent oils are used in these candles through the glass. Don’t know why I spend money on Yankee candles anymore?!,1.0,2020-04-11,https://www.amazon.com/product-reviews/B00069ZDJS/?pageNumber=2,negative
Yankee Candle Large Jar Candle Pink Sands,B004G9C0SQ,Ladyhawk14,All yankee candles have lost what made them number one decades ago... their scent. I can burn them in a small room and barely smell what ever scent their supposed to be. Finally got a wif of this one bending down to blow it out. Its such a shame how consumers are duped and used by companies who get famous then reduce their product quality. You can see how much less the scent oils are used in these candles through the glass. Don’t know why I spend money on Yankee candles anymore?!,1.0,2020-04-11,https://www.amazon.com/product-reviews/B004G9C0SQ/?pageNumber=2,negative
"Yankee Candle Elevation Collection with Platform Lid Rice Milk & Honey Scented Candle, Large 2-Wick, 80 Hour Burn Time",B0842JN4R4,Madhouse234,"This candle smells amazing when you open it, but something awful happens when it melts. Almost a sour, burning smell. Disappointed.",2.0,2020-04-13,https://www.amazon.com/product-reviews/B0842JN4R4/?pageNumber=1,negative
"Yankee Candle Elevation Collection with Platform Lid Rice Milk & Honey Scented Candle, Large 2-Wick, 80 Hour Burn Time",B0842JN4R4,Madhouse234,"This candle smells amazing when you open it, but something awful happens when it melts. Almost a sour, burning smell. Disappointed.",2.0,2020-04-13,https://www.amazon.com/product-reviews/B0842JN4R4,negative
"Yankee Candle Large Jar Candle Midsummer's Night,Black",B000ORX6WI,Dewspin,"I heard a lot about this brand and bought 2 in case i got a fake shipment. Bottom line - for the price, the non soy quality and most importantly- almost negligible smell compared to brands like lulu - this is absolutely useless. After burning This for more than 30 mins, a faint scent started in the room. Compared to other brands which had a me grasped with their smell in less than 5 mins. Either there are fake reviews or users have never tried a good candle. Pls avoid buying this if you can - invest your money in better, higher quality candles out there for the same price.",1.0,2020-04-15,https://www.amazon.com/product-reviews/B000ORX6WI/?pageNumber=25,negative
Yankee Candle Large Jar Candle Sage & Citrus,B000P6THK8,Dewspin,"I heard a lot about this brand and bought 2 in case i got a fake shipment. Bottom line - for the price, the non soy quality and most importantly- almost negligible smell compared to brands like lulu - this is absolutely useless. After burning This for more than 30 mins, a faint scent started in the room. Compared to other brands which had a me grasped with their smell in less than 5 mins. Either there are fake reviews or users have never tried a good candle. Pls avoid buying this if you can - invest your money in better, higher quality candles out there for the same price.",1.0,2020-04-15,https://www.amazon.com/product-reviews/B000P6THK8/?pageNumber=25,negative
"Yankee Candle Large Jar Candle, Black Cherry",B001D6HB0M,MARCUS,I was so disappointed when I burned it for the first time I was wondering what the musty basement smell was and I walked around the house until I realized it was the candle......mine does not smell at all like Black Cherry it stinks.......,1.0,2020-04-23,https://www.amazon.com/product-reviews/B001D6HB0M/?pageNumber=4,negative
"Yankee Candle Large Jar Candle, Sun-Drenched Apricot Rose",B078VJPW4Z,Kenya Alexander,This scent is horrible wait a minute what scent? I purchased another scent by Yankee last week that really had my room smelling nice so I took a chance with the honey lavender thinking I would be satisfied well I was wrong. You can’t smell it when it’s lit. It’s been burning for 30 minutes now. I will never purchase again. I’m very disappointed.,1.0,2020-04-24,https://www.amazon.com/product-reviews/B078VJPW4Z/?pageNumber=10,negative
Yankee Candle Large Jar Candle Pink Sands,B004G9C0SQ,Kenya Alexander,This scent is horrible wait a minute what scent? I purchased another scent by Yankee last week that really had my room smelling nice so I took a chance with the honey lavender thinking I would be satisfied well I was wrong. You can’t smell it when it’s lit. It’s been burning for 30 minutes now. I will never purchase again. I’m very disappointed.,1.0,2020-04-24,https://www.amazon.com/product-reviews/B004G9C0SQ/?pageNumber=10,negative
Yankee Candle Large Jar Candle Fresh Cut Roses,B00069ZDJS,Kenya Alexander,This scent is horrible wait a minute what scent? I purchased another scent by Yankee last week that really had my room smelling nice so I took a chance with the honey lavender thinking I would be satisfied well I was wrong. You can’t smell it when it’s lit. It’s been burning for 30 minutes now. I will never purchase again. I’m very disappointed.,1.0,2020-04-24,https://www.amazon.com/product-reviews/B00069ZDJS/?pageNumber=10,negative
Yankee Candle 1218400Z Large Jar Candle Kitchen Spice,B0057I5TIS,Ellen Zamechansky,"I have been using Yankee Candles for years.  This was the first time I purchased one from Amazon, and the first time I have ever written a negative review.  This candle has absolutely no scent.  I am very disappointed.",1.0,2020-04-25,https://www.amazon.com/product-reviews/B0057I5TIS/?pageNumber=17,negative
Yankee Candle Large Jar Candle Home Sweet Home,B000WUFVR0,Ellen Zamechansky,"I have been using Yankee Candles for years.  This was the first time I purchased one from Amazon, and the first time I have ever written a negative review.  This candle has absolutely no scent.  I am very disappointed.",1.0,2020-04-25,https://www.amazon.com/product-reviews/B000WUFVR0/?pageNumber=17,negative
Yankee Candle Large Jar Candle Vanilla Cupcake,B000X457HO,Joe C,I have bought French Vanilla Yankee Candles for years. I have multiple candles going constantly. I love the way it makes my home smell. I get lots of compliments. Due to C-19 the store I get them from is closed. I ordered 6 candles through Amazon Services. I am currently burning two. They are either knock offs or rejects!  GUARANTEED!  I did a test. I started two candles in my home and worked outside for three hours. I came back into house and could barely smell anything. Something is wrong with these candles. Amending two weeks afternoon burning. These candles suck and provide no scent. Total rip off.  Do not buy.,1.0,2020-04-27,https://www.amazon.com/product-reviews/B000X457HO/?pageNumber=5,negative
Yankee Candle Large Jar Candle French Vanilla,B000W3T9GG,Joe C,I have bought French Vanilla Yankee Candles for years. I have multiple candles going constantly. I love the way it makes my home smell. I get lots of compliments. Due to C-19 the store I get them from is closed. I ordered 6 candles through Amazon Services. I am currently burning two. They are either knock offs or rejects!  GUARANTEED!  I did a test. I started two candles in my home and worked outside for three hours. I came back into house and could barely smell anything. Something is wrong with these candles. Amending two weeks afternoon burning. These candles suck and provide no scent. Total rip off.  Do not buy.,1.0,2020-04-27,https://www.amazon.com/product-reviews/B000W3T9GG/?pageNumber=5,negative
Yankee Candle Large Jar Candle Café Al Fresco,B01NAAQLZ1,Joe C,I have bought French Vanilla Yankee Candles for years. I have multiple candles going constantly. I love the way it makes my home smell. I get lots of compliments. Due to C-19 the store I get them from is closed. I ordered 6 candles through Amazon Services. I am currently burning two. They are either knock offs or rejects!  GUARANTEED!  I did a test. I started two candles in my home and worked outside for three hours. I came back into house and could barely smell anything. Something is wrong with these candles. Amending two weeks afternoon burning. These candles suck and provide no scent. Total rip off.  Do not buy.,1.0,2020-04-27,https://www.amazon.com/product-reviews/B01NAAQLZ1/?pageNumber=5,negative
Yankee Candle Large Jar Candle Bahama Breeze,B004G9DV66,Lisa Lee,"I just did not like this scent it didn't have that wow factor. You know when something smells so damn good & you say WOW, that really smells good. Didn't remind me of Summer, the Bahamas or anything tropical.  It smelled more like a grapefruit missing something.",1.0,2020-04-28,https://www.amazon.com/product-reviews/B004G9DV66/?pageNumber=14,negative
Yankee Candle Large Jar Candle Fresh Cut Roses,B00069ZDJS,jessica,"Feels like a knock off. Doesn’t fill the room, barely smell it, burns really fast. Think it’s a fake.",1.0,2020-05-04,https://www.amazon.com/product-reviews/B00069ZDJS/?pageNumber=15,negative
Yankee Candle Large Jar Candle Pink Sands,B004G9C0SQ,jessica,"Feels like a knock off. Doesn’t fill the room, barely smell it, burns really fast. Think it’s a fake.",1.0,2020-05-04,https://www.amazon.com/product-reviews/B004G9C0SQ/?pageNumber=15,negative
"Yankee Candle Large Jar Candle, Sun-Drenched Apricot Rose",B078VJPW4Z,jessica,"Feels like a knock off. Doesn’t fill the room, barely smell it, burns really fast. Think it’s a fake.",1.0,2020-05-04,https://www.amazon.com/product-reviews/B078VJPW4Z/?pageNumber=15,negative
"Yankee Candle Elevation Collection with Platform Lid Citrus Grove Scented Candle, Large 2-Wick, 80 Hour Burn Time",B07D4HFPZQ,Dawn D.,Not liking the scent of this one. Medicinal maybe?  It does have a pretty good throw (unfortunately) but the scent of citrus is off. Too bad.,2.0,2020-05-05,https://www.amazon.com/product-reviews/B07D4HFPZQ/?pageNumber=1,negative
"Yankee Candle Elevation Collection with Platform Lid Citrus Grove Scented Candle, Large 2-Wick, 80 Hour Burn Time",B07D4HFPZQ,Dawn D.,Not liking the scent of this one. Medicinal maybe?  It does have a pretty good throw (unfortunately) but the scent of citrus is off. Too bad.,2.0,2020-05-05,https://www.amazon.com/product-reviews/B07D4HFPZQ,negative
"Yankee Candle Pineapple Cilantro Jar Candle, Large Jar",B0032JHSP6,Gessica Absi,This sicillian lemon is the least smelling  candle of the Yankee candle I have ever bought.  I had really high hopes and I have bribed it for hours and can’t smell it but a teeny tiny bit...so disappointing.,2.0,2020-05-08,https://www.amazon.com/product-reviews/B0032JHSP6/?pageNumber=27,negative
"Yankee Candle Sicillian Lemon Scented Premium Paraffin Grade Candle Wax with up to 150 Hour Burn Time, Large Jar",B06X6H95GW,Gessica Absi,This sicillian lemon is the least smelling  candle of the Yankee candle I have ever bought.  I had really high hopes and I have bribed it for hours and can’t smell it but a teeny tiny bit...so disappointing.,2.0,2020-05-08,https://www.amazon.com/product-reviews/B06X6H95GW/?pageNumber=27,negative
Yankee Candle Large Jar Candle Mango Peach Salsa,B001PAPPKY,Gessica Absi,This sicillian lemon is the least smelling  candle of the Yankee candle I have ever bought.  I had really high hopes and I have bribed it for hours and can’t smell it but a teeny tiny bit...so disappointing.,2.0,2020-05-08,https://www.amazon.com/product-reviews/B001PAPPKY/?pageNumber=27,negative
Yankee Candle Large Jar Candle Strawberry Lemon Ice,B019PN2DX4,Gessica Absi,This sicillian lemon is the least smelling  candle of the Yankee candle I have ever bought.  I had really high hopes and I have bribed it for hours and can’t smell it but a teeny tiny bit...so disappointing.,2.0,2020-05-08,https://www.amazon.com/product-reviews/B019PN2DX4/?pageNumber=27,negative
Yankee Candle Large Jar Candle Macintosh,B007FSDIJA,Gessica Absi,This sicillian lemon is the least smelling  candle of the Yankee candle I have ever bought.  I had really high hopes and I have bribed it for hours and can’t smell it but a teeny tiny bit...so disappointing.,2.0,2020-05-08,https://www.amazon.com/product-reviews/B007FSDIJA/?pageNumber=27,negative
Yankee Candle Large Jar Candle Café Al Fresco,B01NAAQLZ1,Christine Berkebile,I'm so sad.  In February I ordered 4 of the Salted Caramel candies intending on giving out 3 as gifts and burning one myself.  It emits absolutely no scent! I would be embarrassed to give the other 3 as gifts.  I am stuck with 4 scentless candles. Definitely not like any other Yankee candles I've had before! I'd rate it zero stars if that was possible,1.0,2020-05-11,https://www.amazon.com/product-reviews/B01NAAQLZ1/?pageNumber=11,negative
Yankee Candle Large Jar Candle Vanilla Cupcake,B000X457HO,Christine Berkebile,I'm so sad.  In February I ordered 4 of the Salted Caramel candies intending on giving out 3 as gifts and burning one myself.  It emits absolutely no scent! I would be embarrassed to give the other 3 as gifts.  I am stuck with 4 scentless candles. Definitely not like any other Yankee candles I've had before! I'd rate it zero stars if that was possible,1.0,2020-05-11,https://www.amazon.com/product-reviews/B000X457HO/?pageNumber=11,negative
Yankee Candle Large Jar Candle French Vanilla,B000W3T9GG,Christine Berkebile,I'm so sad.  In February I ordered 4 of the Salted Caramel candies intending on giving out 3 as gifts and burning one myself.  It emits absolutely no scent! I would be embarrassed to give the other 3 as gifts.  I am stuck with 4 scentless candles. Definitely not like any other Yankee candles I've had before! I'd rate it zero stars if that was possible,1.0,2020-05-11,https://www.amazon.com/product-reviews/B000W3T9GG/?pageNumber=11,negative
"Yankee Candle Sicillian Lemon Scented Premium Paraffin Grade Candle Wax with up to 150 Hour Burn Time, Large Jar",B06X6H95GW,TS,"No scent. When unlit you can kinda smell something, so I thought the scent would get stronger when I lit the candle. Nope. I even asked others in my house and they didn’t even realized a candle was lit. Disappointing since I normal get candles for half this price during Bath and Body Works sales.",1.0,2020-05-13,https://www.amazon.com/product-reviews/B06X6H95GW/?pageNumber=25,negative
Yankee Candle Large Jar Candle Mango Peach Salsa,B001PAPPKY,TS,"No scent. When unlit you can kinda smell something, so I thought the scent would get stronger when I lit the candle. Nope. I even asked others in my house and they didn’t even realized a candle was lit. Disappointing since I normal get candles for half this price during Bath and Body Works sales.",1.0,2020-05-13,https://www.amazon.com/product-reviews/B001PAPPKY/?pageNumber=25,negative
"Yankee Candle Pineapple Cilantro Jar Candle, Large Jar",B0032JHSP6,TS,"No scent. When unlit you can kinda smell something, so I thought the scent would get stronger when I lit the candle. Nope. I even asked others in my house and they didn’t even realized a candle was lit. Disappointing since I normal get candles for half this price during Bath and Body Works sales.",1.0,2020-05-13,https://www.amazon.com/product-reviews/B0032JHSP6/?pageNumber=25,negative
Yankee Candle Large Jar Candle Macintosh,B007FSDIJA,TS,"No scent. When unlit you can kinda smell something, so I thought the scent would get stronger when I lit the candle. Nope. I even asked others in my house and they didn’t even realized a candle was lit. Disappointing since I normal get candles for half this price during Bath and Body Works sales.",1.0,2020-05-13,https://www.amazon.com/product-reviews/B007FSDIJA/?pageNumber=25,negative
Yankee Candle Large Jar Candle Strawberry Lemon Ice,B019PN2DX4,TS,"No scent. When unlit you can kinda smell something, so I thought the scent would get stronger when I lit the candle. Nope. I even asked others in my house and they didn’t even realized a candle was lit. Disappointing since I normal get candles for half this price during Bath and Body Works sales.",1.0,2020-05-13,https://www.amazon.com/product-reviews/B019PN2DX4/?pageNumber=25,negative
"Yankee Candle Elevation Collection with Platform Lid Sunlight Sands Scented Candle, Large 2-Wick, 80 Hour Burn Time",B07PD7ZSY7,M. Sanders,"When I put my nose in it to smell it, it smelled fine. Once it started burning, there was almost no scent at all. What a waste...",2.0,2020-05-17,https://www.amazon.com/product-reviews/B07PD7ZSY7/?pageNumber=1,negative
"Yankee Candle Elevation Collection with Platform Lid Sunlight Sands Scented Candle, Large 2-Wick, 80 Hour Burn Time",B07PD7ZSY7,M. Sanders,"When I put my nose in it to smell it, it smelled fine. Once it started burning, there was almost no scent at all. What a waste...",2.0,2020-05-17,https://www.amazon.com/product-reviews/B07PD7ZSY7,negative
Yankee Candle Large Jar Candle Pink Sands,B004G9C0SQ,T B,I was disappointed with this candle. I went to Yankee Candle because they have a great fragrance. This isn’t true with this one. After blowing out the candle black smoke billows off the wick for a while. I bought a candle that has no smell. Should have bought a glade candle. So disappointed,1.0,2020-05-19,https://www.amazon.com/product-reviews/B004G9C0SQ/?pageNumber=9,negative
Yankee Candle Large Jar Candle Macintosh,B007FSDIJA,T B,I was disappointed with this candle. I went to Yankee Candle because they have a great fragrance. This isn’t true with this one. After blowing out the candle black smoke billows off the wick for a while. I bought a candle that has no smell. Should have bought a glade candle. So disappointed,2.0,2020-05-19,https://www.amazon.com/product-reviews/B007FSDIJA/?pageNumber=28,negative
"Yankee Candle Pineapple Cilantro Jar Candle, Large Jar",B0032JHSP6,T B,I was disappointed with this candle. I went to Yankee Candle because they have a great fragrance. This isn’t true with this one. After blowing out the candle black smoke billows off the wick for a while. I bought a candle that has no smell. Should have bought a glade candle. So disappointed,2.0,2020-05-19,https://www.amazon.com/product-reviews/B0032JHSP6/?pageNumber=28,negative
